individual_id,filename,captured_at,lat,lon,zone,image_url
WT-003,000540.jpg,2026-01-17 09:45:41,45.047955,137.058766,Olga Reserve,ml/datasets/processed/WT-003/000540.jpg
WT-003,001014.jpg,2026-01-19 09:16:51,45.862349,135.604845,Bikin Valley,ml/datasets/processed/WT-003/001014.jpg
WT-003,001234.jpg,2026-01-23 14:06:06,45.688087,135.443959,Bikin Valley,ml/datasets/processed/WT-003/001234.jpg
WT-003,001408.jpg,2026-01-26 06:38:51,44.827027,137.23623,Sikhote-Alin North,ml/datasets/processed/WT-003/001408.jpg
WT-003,001414.jpg,2026-01-29 04:25:22,45.070139,135.966414,Sikhote-Alin Central,ml/datasets/processed/WT-003/001414.jpg
WT-003,002373.jpg,2026-02-02 04:01:59,44.928637,135.553378,Sikhote-Alin Central,ml/datasets/processed/WT-003/002373.jpg
WT-003,002379.jpg,2026-02-04 10:40:28,45.85539,135.672709,Bikin Valley,ml/datasets/processed/WT-003/002379.jpg
WT-003,002477.jpg,2026-02-06 07:03:41,46.434277,136.705499,Bikin Valley,ml/datasets/processed/WT-003/002477.jpg
WT-003,002695.jpg,2026-02-09 10:07:43,46.323031,136.618429,Olga Reserve,ml/datasets/processed/WT-003/002695.jpg
WT-003,003317.jpg,2026-02-12 19:45:12,45.716688,137.357512,Sikhote-Alin South,ml/datasets/processed/WT-003/003317.jpg
WT-003,003431.jpg,2026-02-15 14:16:08,45.347614,135.941189,Sikhote-Alin South,ml/datasets/processed/WT-003/003431.jpg
WT-003,004088.jpg,2026-02-18 08:44:16,45.10429,136.301595,Olga Reserve,ml/datasets/processed/WT-003/004088.jpg
WT-003,004307.jpg,2026-02-21 17:36:32,45.294305,135.25578,Olga Reserve,ml/datasets/processed/WT-003/004307.jpg
WT-003,004573.jpg,2026-02-26 19:15:30,46.178757,136.403643,Olga Reserve,ml/datasets/processed/WT-003/004573.jpg
WT-003,004692.jpg,2026-03-02 00:58:09,45.7181,135.74619,Sikhote-Alin North,ml/datasets/processed/WT-003/004692.jpg
WT-003,005046.jpg,2026-03-04 15:43:33,45.052966,135.812843,Sikhote-Alin South,ml/datasets/processed/WT-003/005046.jpg
WT-003,005142.jpg,2026-03-07 23:20:07,45.022294,136.777734,Sikhote-Alin South,ml/datasets/processed/WT-003/005142.jpg
